video_id,title,published_at,duration_sec,views,likes,comments,tags,category_id,definition,has_captions
J0PcCv9f4JQ,#DataAnalyst #DataCareers #DataAnalysis,2023-10-05 12:13:45+00:00,58,18439,1334,32,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
_DGn-7134i0,"Data Analyst vs Data Engineer | Responsibilities, Salaries, Skills, Education",2023-10-03 12:00:26+00:00,386,38627,843,45,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
EflE8U30pBo,Data Analyst Q/A Livestream | September Livestream | Ask Me Anything!,2023-09-28 16:09:03+00:00,5621,9028,284,21,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,livestream",27,hd,False
j_sHaBJEHMk,#Salary #DataAnalyst #SalaryNegotiation,2023-09-28 12:37:36+00:00,55,15187,992,7,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
xuyKzpJ2SaY,AI and Analytics with SAS | SAS Explore Recap,2023-09-26 12:00:49+00:00,179,27173,561,33,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
D0mEy6bJ2lA,My Very First Video,2023-09-25 13:13:18+00:00,23,10024,505,28,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
GaoAc3-hScQ,#DataAnalyst #CareerPath,2023-09-22 11:45:01+00:00,52,115816,6165,44,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
bxIF9X9k2IE,"Data Analyst vs Data Scientist | Responsibilities, Salaries, Skills, Education",2023-09-19 12:00:34+00:00,673,49268,1201,54,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
z_xWpa88R0A,#Excel #DataAnalyst #DataAnalysis,2023-09-18 11:38:11+00:00,56,21641,1426,22,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
7PoZBuIUnEU,"Data Analyst vs Business Analyst | Responsibilities, Salaries, Skills, Education",2023-09-12 12:00:07+00:00,294,48705,1661,100,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
fq1-e-GbihE,#DataAnalysis #DataAnalyst,2023-09-07 11:57:32+00:00,53,21452,1493,23,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
Xkb6h3YXl_c,Hard Skills vs Soft Skills in the Data World | Which is More Important?,2023-09-05 12:00:34+00:00,582,16667,722,30,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
qDprq7Xbrqw,"Entry Level vs Mid Level vs Senior Level Data Analyst | Responsibilities, Salary, Education, Skills",2023-08-29 04:00:33+00:00,323,46957,1987,112,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
UOHxb9ndpMM,#DataAnalyst #DataAnalysis #Promotion,2023-08-28 11:53:52+00:00,51,11326,637,10,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
_h_A_n8Z9QQ,#DataAnalyst #DataAnalysis,2023-08-24 11:53:05+00:00,60,21922,1428,54,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
_oCUSMX4_3k,Regular Expression Use Cases in Python,2023-08-22 12:00:35+00:00,767,13101,307,24,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,python,python regular expression,regular expression,regular expression use cases",27,hd,False
OnS01G8W6nw,Data Analyst Q/A Livestream | August Livestream | Ask Me Anything!,2023-08-18 14:23:24+00:00,4365,8532,318,25,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,livestream",27,hd,False
ugkyfUTc6AU,#DataAnalystSalary #DataAnalysis,2023-08-17 12:35:34+00:00,54,57814,3882,49,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
eON-PNPae8Y,How to Work with Recruiters on LinkedIn,2023-08-15 12:00:34+00:00,467,52951,2462,90,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
41nX2ZgGzcE,#dataanalysis #dataportfolio,2023-08-14 12:12:00+00:00,60,49796,3591,29,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
Le35Qsgs2lM,#wife #careerchange #dataanalysis,2023-08-11 13:13:22+00:00,59,22592,2016,52,,27,hd,False
nufF-juSZxU,LINK: https://www.youtube.com/playlist?list=PLUaB-1hjhk8FE_XZ87vPPSfHqb6OcM0cF,2023-08-09 13:11:45+00:00,37,9094,763,43,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,Data Analyst Bootcamp",27,hd,False
9NB5u17qiDY,Regular Expression Character Classes in Python,2023-08-08 12:00:05+00:00,638,17181,278,13,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,regular expression character classes,regular expression,python regular expression",27,hd,False
YDvJqgBv0Uc,#Recruiters #dataanalysis #data,2023-08-03 11:56:30+00:00,58,19005,1231,24,,27,hd,False
j6A28L6Tmxw,Regular Expression Metacharacters in Python,2023-08-01 12:00:26+00:00,1203,15397,366,9,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,regular expression,python regular expression,regular expression metacharacters",27,hd,False
W_s4c1vLGXM,How much do Data Analysts make? #dataanalyst #dataanalystsalary,2023-07-31 13:07:06+00:00,46,22686,853,42,,27,hd,False
DWte9zjGl0I,Do you need to learn SQL if you can do everything in Python?  #Python #dataanalysis #SQL,2023-07-28 12:48:19+00:00,51,76945,3849,49,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
EzeeypMKx7o,Regular Expression Methods in Python,2023-07-25 12:00:19+00:00,517,28083,536,15,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,Python regular expression,regular expression,regular expression methods",27,hd,False
OISvlkfbntY,What are Hiring Managers Looking For? | Nail the Interview Process!,2023-07-18 12:00:17+00:00,822,49467,1664,77,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
8dTpNajxaH0,Scraping Data from a Real Website | Web Scraping in Python,2023-07-11 12:00:07+00:00,1523,769960,13562,556,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,python,python web scraping,how to web scrape,web scraping in python",27,hd,False
oreAsJTNcsA,SQL Beginner to Advanced in One Hour | CareerFoundry Webinar,2023-07-06 17:20:05+00:00,4108,242324,6657,120,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
xjA1HjvmoMY,Find and Find_All | Web Scraping in Python,2023-07-04 12:00:49+00:00,730,109822,2730,51,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,python,python web scraping,web scraping with python,find and find_all",27,hd,False
LO7hzmoHEIE,500k Livestream!!,2023-06-28 17:11:25+00:00,6232,6297,382,24,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,livestream",27,hd,False
bargNl2WeN4,BeautifulSoup + Requests | Web Scraping in Python,2023-06-27 12:00:28+00:00,418,269037,4693,85,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,python,python web scraping,beautifulsoup,requests,beautifulsoup and requests",27,hd,False
q-kbzWjyPak,Inspecting Web Pages with HTML | Web Scraping in Python,2023-06-20 12:00:43+00:00,355,103035,2476,45,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,python,python web scraping,web scraping in python",27,hd,False
PExdWWcxmro,Best Places to Find Datasets for Your Projects,2023-06-13 12:00:16+00:00,464,271894,6542,106,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
Liv6eeb1VfE,Exploratory Data Analysis in Pandas | Python Pandas Tutorials,2023-06-06 12:00:14+00:00,1933,241993,5226,263,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,pandas,pandas python,python pandas,pandas tutorial,eda in python,eda in pandas,pandas eda,eda pandas,exploratory data analysis,exploratory data analysis in pandas",27,hd,False
fHK4nHbUtj0,Data Analyst Q/A Livestream | May Livestream | Ask Me Anything!,2023-05-30 16:34:20+00:00,5548,10283,362,20,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,livestream",27,hd,False
5l2d_Rv0odE,What is Microsoft Fabric? | New Data Analytics Platform!,2023-05-29 12:00:07+00:00,443,381379,6809,175,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
bDhvCp3_lYw,Data Cleaning in Pandas | Python Pandas Tutorials,2023-05-23 12:30:17+00:00,2317,563077,12931,553,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,pandas,pandas tutorials,python pandas,pandas python,data cleaning,data cleaning in pandas,data cleaning in python,how to clean data,pandas data cleaning",27,hd,False
IMU1V-JugKo,The Ultimate Data Analytics Career Plan for 2023 | CareerFoundry Webinar,2023-05-16 16:18:56+00:00,4248,59166,1868,52,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
FpgkpjSyBOw,State of AI in Analytics | Will AI be the End of Data Analysts?,2023-05-15 12:30:11+00:00,4352,47414,1385,376,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,AI Analytics,Analytics in AI",27,hd,False
6jtS3Hz19kc,Google Bard Got An Upgrade! + Google's New AI Announcements!,2023-05-12 12:15:00+00:00,521,33404,793,78,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,Google Bard,Bard,Bard AI,Bard Google,Bard Chatbot,Google ChatBot,Google I/O Conference,Google IO,Google I/O,Google Conference,Google Developer Conference,ChatGPT vs Bard,Bard vs ChatGPT,ChatGPT,ChatGPT Competitors",27,hd,False
JpSMse3eVVg,Creating Visualizations using Pandas Library | Python Pandas Tutorials,2023-05-09 11:30:06+00:00,1010,119816,2587,53,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,visualizations in pandas,pandas,pandas tutorials,charts in pandas,pandas visualization",27,hd,False
TPivN7tpdwc,Merging DataFrames in Pandas | Python Pandas Tutorials,2023-05-02 12:06:33+00:00,1329,187754,3988,90,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,pandas merge,merge pandas,pandas,pandas tutorial,join pandas,join in pandas,concatenate in pandas,concatenate pandas",27,hd,False
kky9MMydnOA,Data Analyst Q/A Livestream | April Livestream | Ask Me Anything!,2023-04-27 16:32:02+00:00,5944,10348,337,27,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,livestream",27,hd,False
2izXQUoXyjA,How to Integrate ChatGPT in Jupyter Notebooks for Free!,2023-04-25 11:30:01+00:00,481,68945,1279,60,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,Chatgpt,Jupyter notebooks,Add ChatGPT,ChatGPT in Jupyter Notebooks",27,hd,False
zilfrWwbteQ,7 Ways to Use ChatGPT for Analytics | Webinar,2023-04-18 16:18:50+00:00,4135,39512,1073,30,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
PJINexERxOs,Google Business Intelligence Professional Certification Review,2023-04-18 11:30:08+00:00,424,48533,1300,74,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,Google certifications,Google Business Certification,Google Business Intelligence Certification on Course,Coursera Google Certification",27,hd,False
gTf2GLEhKgA,Google Advanced Data Analytics Professional Certificate First Look | Is it Worth it?,2023-04-10 11:30:21+00:00,695,165120,4605,403,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,Google Certification,Google Data Analyst,Google Data Analyst Certification,Google Advanced Data Analyst,Google Advanced Data analytics,Google Advanced Data Analytics Certification,Google Advanced Data Analytics Certification Review",27,hd,False
VRmXto2YA2I,Group By and Aggregate Functions in Pandas | Python Pandas Tutorials,2023-04-04 11:30:10+00:00,665,154967,3656,152,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,pandas,pandas group by,group by in pandas,aggregating in pandas,agg pandas,pandas agg,pangas group_by,groupby pandas,pandas groupby,pandas tutorial,python pandas tutorial",27,hd,False
6yNsc7JVPJE,Top 5 Biggest Mistakes Beginner Data Analysts Make,2023-03-28 11:30:04+00:00,534,40043,1794,79,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
mBCG9J1TVTc,Indexes in Pandas | Python Pandas Tutorials,2023-03-21 11:30:30+00:00,682,94021,2084,57,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,pandas,pandas tutorial,coding,python,python pandas,index in pandas,pandas index,index pandas,how to use indexes in pandas",27,hd,False
WizLaDdsHUs,Create the Perfect Data Analyst Resume | Free Templates!,2023-03-14 11:30:10+00:00,1057,260764,6887,262,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,data analyst resume,creating a resume,resume,resume for data analysis,resume for data analysts,how to create a resume,how to create a data analyst resume,resume for analysts",27,hd,False
kB7FV-ijdqE,Filtering Columns and Rows in Pandas | Python Pandas Tutorials,2023-03-07 12:30:30+00:00,709,151154,3064,73,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,pandas,pandas python,coding,filtering pandas,ordering pandas,how to filter in pandas,how to order in pandas,pandas order by,pandas filter,pandas loc,pandas iloc",27,hd,False
dFA0E-6xT_M,Data Analyst Q/A Livestream | March Livestream | Ask Me Anything!,2023-03-02 16:27:46+00:00,5296,11224,392,33,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,livestream",27,hd,False
dUpyC40cF6Q,Reading in Files in Pandas | Python Pandas Tutorials,2023-02-28 12:30:18+00:00,1157,307760,4864,128,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,Pandas,pandas python,python pandas,pandas tutorials,pandas tutorial,reading in files,python read in files,pandas read in file",27,hd,False
gs0FNQR0njI,Building an Automated File Sorter in File Explorer using Python | Python Projects for Beginners,2023-02-21 12:32:29+00:00,1011,97601,2105,103,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,python project,python project for beginners",27,hd,False
C75TROiiEa0,ChatGPT for Data Analysts | Best Use Cases + Analyzing a Dataset,2023-02-14 12:30:08+00:00,1867,451194,8281,218,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,Chat gpt,Chatgpt,Chatgpt for data analysis,data analyst using chatgpt,chatgpt 3.5,chatgpt for data analysts,data analyst chatgpt,chatgpt data analyst",27,hd,False
rGx1QNdYzvs,FREE Data Analyst Bootcamp!!,2023-02-07 12:30:11+00:00,412,2695730,58623,2445,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,data analyst bootcamp,data analytics bootcamp,become a data nalyst,free bootcamp,free data bootcamp,free data analyst bootcamp",27,hd,False
CUBfrdDwznQ,How to Become a Data Analyst in 2023 (Completely FREE!),2023-01-31 12:30:06+00:00,839,1552669,49145,1652,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,data analyst 2023,how to become a data analyst,data analyst guide,guide to become a data analyst",27,hd,False
L-QnW_BZT3c,Live Portfolio Review with Alex the Analyst!  | Live Webinar,2023-01-25 17:14:49+00:00,4217,17910,632,23,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
S76iS03nGis,DIY Data Analyst Curriculum using Udemy (Under $75),2023-01-24 12:30:13+00:00,769,42719,1494,120,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,diy data analyst curriculum using udemy,udemy courses,best udemy courses,data analyst udemy,build your own courses on udemy,udemy",27,hd,False
RBEgsEVO3T8,Reviewing Maven Analytics Free Portfolio Website,2023-01-17 12:30:08+00:00,1356,31137,881,49,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,maven analytics,maven analytics data analyst,maven analytics showcase,maven analytics portfolio,maven analytics portfolio website,Portfolio on maven analytics",27,hd,False
gCG07l6Fu-U,5 Study Hacks for Beginner Data Analysts! | Live Webinar,2023-01-16 17:25:08+00:00,4650,46820,1346,36,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
DXwFsxCtukg,DIY Data Analyst Curriculum using Coursera in 2023,2023-01-10 12:30:03+00:00,752,66652,3035,220,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,coursera,data analyst courses,best coursera courses,diy data analyst curriculum coursera,cousera data analyst",27,hd,False
ey1VNjU0YbM,Building a BMI Calculator with Python | Python Projects for Beginners,2023-01-03 12:30:12+00:00,863,123355,2446,98,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,bmi calculator,python calculator,python bmi calculator,how to create a bmi calculator in python,how to create a bmi calculator",27,hd,False
0MKcCHrTo0c,"Reading, Writing, and Appending Files in Python | Python for Beginners",2022-12-27 13:00:00+00:00,564,16173,405,14,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,reading files in python,working with files in python,appending files in python,writing to files in python,python files",27,hd,False
bVJfQAe-UP4,Why I Quit my 125k Analytics Job,2022-12-20 12:00:33+00:00,463,158480,8668,846,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,quitting my job,why I quit my job,why I quit,quitting my analytics job,why I quit my analytics job,why I left,why I left my job,why I left my analytics job",27,hd,False
_2OknmkngkQ,Data Analyst Q/A Livestream + Special Guest! | December Livestream,2022-12-17 14:16:05+00:00,4968,5129,166,15,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,livestream",27,hd,False
B63bN2cLVLM,Converting Data Types in Python | Python for Beginners,2022-12-13 12:00:06+00:00,396,75956,1903,44,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,data types in python,converting data types in python,converting data types,python converting data types",27,hd,False
zvzjaqMBEso,Functions in Python | Python for Beginners,2022-12-06 12:00:36+00:00,764,140446,2847,52,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,functions,functions in python,how to use functions in python,python functions",27,hd,False
ECduJk00mUU,While Loops in Python | Python for Beginners,2022-11-29 12:00:07+00:00,340,130739,2974,51,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,while loops in python,python while loops,while loops,while loop in python,how to use a while loop,how to use a while loop in python",27,hd,False
zmIdC0_0BgY,For Loops in Python | Python for Beginners,2022-11-22 12:00:48+00:00,557,114030,2421,43,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,for loops in python,for loops,how to use for loops,how to use for loops in python,python for loops,for loop,for loop in python",27,hd,False
eP8-mo5jRrY,Data Analyst Q/A Livestream | November Livestream,2022-11-16 02:06:22+00:00,3737,6334,197,18,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,livestream",27,hd,False
-BOBedcjySI,If Else Statements in Python | Python for Beginners,2022-11-15 12:00:00+00:00,400,108726,2284,37,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,if statements in python,if else statements in python,if/else statements in python,python if else statements,if else statements,if/else statements,if/else python,python if/else",27,hd,False
lPVke-p4S7s,"Comparison, Logical, and Membership Operators in Python | Python for Beginners",2022-11-08 12:00:35+00:00,435,94275,2212,24,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,operators in python,logical operators in python,python operators,membership operators in python,comparison operators in python,python logical operators,python membership operators,python comparison operators,python for beginners",27,hd,False
ppsCxnNm-JI,Data Types in Python | Python for Beginners,2022-11-01 11:00:37+00:00,1318,228284,4840,108,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,Data Types,Data Types in Python,Python Data Types,Types of data in python",27,hd,False
rVhHGPDzEck,Data Analyst Q/A Livestream | October Livestream,2022-10-31 01:22:29+00:00,4498,5764,180,11,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,livestream",27,hd,False
pHOH7UfOhbE,Variables in Python | Python for Beginners,2022-10-25 11:00:27+00:00,797,204143,4106,90,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,python variables,variables in python,how to use variables,how to use variables in python,variables",27,hd,False
sXHIIW3Wt84,300k Livestream! | Giveaways for People in Chat | Bring Your Wine,2022-10-19 10:56:23+00:00,5064,5285,240,21,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
WUeBzT43JyY,Installing Jupyter Notebooks/Anaconda | Python for Beginners,2022-10-18 11:00:30+00:00,603,655107,9040,228,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,python for beginners,how to install jupyter notebooks,how to install anaconda,how to use python,python",27,hd,False
DVs9u15htXU,Interviewing Tina Huang | Fellow YouTuber and Data Enthusiast,2022-10-13 11:00:07+00:00,1326,9799,333,20,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,Tina Huang,Tina Huang YouTube,Tina Huang Interview,Interviewing Tina Huang",27,hd,False
zW3qJUeJLWc,Interviewing Luke Barousse | Arch-Nemesis and Fellow YouTuber,2022-10-11 11:00:42+00:00,1466,7809,340,32,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,Luke barrouse,luke barrouse data,luke barousse data analyst,luke barrouse interview,interviewing luke barousse",27,hd,False
m1AkWK_ODLM,When Best Friends Work Together (ft. Luke Barousse),2022-10-04 10:30:09+00:00,335,17200,720,84,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,working with friends,when best friends work together",27,hd,False
Pfq-8pGzgg4,Data Analyst Live Stream | Riding out Hurricane Ian,2022-10-01 01:48:31+00:00,5588,6824,211,8,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
pixlHHe_lNQ,Full Power BI Guided Project | Microsoft Power BI for Beginners,2022-09-27 10:30:19+00:00,2557,642422,11630,577,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,full project in power bi,power bi project,full power bi project,real project in power bi,power bi real project,power bi,power bi tutorial,how to use power bi,power bi guided project,guided project in power bi",27,hd,False
3NV5Jtbhfcw,Popular Visualizations in Power BI | Microsoft Power BI for Beginners,2022-09-20 10:30:00+00:00,854,225428,4350,84,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,power bi,power bi tutorial,how to use power bi,power bi visualization,power bi visualizations,different visualizations in power bi,popular visualizations in power bi",27,hd,False
1cfrQLoJMPI,"Guided Portfolio Projects on Coursera | Python, SQL, Excel, Power BI, and Tableau",2022-09-13 10:30:00+00:00,501,61248,2187,96,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,portfolio projects,portfolio projects for data analysts,data analyst portfolio projects,data science portfolio project,coursera guided projects,coursera portfolio projects",27,hd,False
9j_EBt3RNrs,How to use Bins and Lists in Power BI | Microsoft Power BI for Beginners,2022-09-06 10:30:02+00:00,571,172415,3497,63,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,Bins and Lists,Power BI Bins,Power BI Lists,How to use bins,how to use bins in power bi,how to use lists in power bi,power bi bins and lists",27,hd,False
m0h3Ghl6mgY,How to use Conditional Formatting in Power BI | Microsoft Power BI for Beginners,2022-08-30 10:30:10+00:00,594,287508,4143,70,"Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,conditional formatting,conditional formatting in power bi,how to use conditional formatting in power bi,power bi conditional formatting,power bi tutorials,power bi tutorials for beginners",27,hd,False
50D__p6jdEI,Top 8 Mistakes Beginner Data Analyst's Make | CareerFoundry Webinar,2022-08-24 16:15:29+00:00,4249,77744,2059,76,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
tRCGGlMI19M,Interviewing Ken Jee | The Face of Data Science on YouTube,2022-08-23 10:30:19+00:00,1735,7696,259,15,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,Ken Jee,Ken Jee interview,Ken jee data science,ken jee youtube,ken jee data,interviewing ken jee",27,hd,False
0QZBnhofU_U,CareerFoundry Data Analytics Bootcamp Review | Bootcamp + Intro + Free Course Review,2022-08-16 10:30:00+00:00,1361,29309,685,130,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,careerfoundry,careerfoundry review,careerfoundry analytics,careerfoundry data analytics review,careerfoundry data analyst bootcamp,careerfoundry bootcamp review",27,hd,False
ulFY20KTzFQ,How to use Drill Down in Power BI | Microsoft Power BI for Beginners,2022-08-09 10:30:11+00:00,362,341114,5460,105,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,drill down,drill down in power bi,how to drill down,how to use drill down,how to use drill down in power bi,power bi drill down,power bi drill down to another visual",27,hd,False
PEc29sRZoTM,"Best Courses for Alternative Analyst Jobs | Marketing Analyst, Business Analyst, Financial Analyst",2022-08-02 10:30:05+00:00,566,21098,877,75,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,courses for business analysts,courses for financial analysts,courses for sports analysts,courses for data analysts,courses for analysts,sports analyst,marketing analyst,marketing analyst courses,sports analyst courses,financial anlyst,financial analyst courses,business analyst,business analyst courses",27,hd,False
DlEkWd-8VXA,250k Subscriber Live Stream!!,2022-07-26 13:19:48+00:00,4539,4178,156,11,"Alex The Analyst,Live Stream,250k subscriber live stream",24,hd,False
vcijg0gUXSg,How to use DAX in Power BI | Microsoft Power BI for Beginners,2022-07-26 10:30:12+00:00,944,380830,6798,268,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,power bi tutorial,tutorial for power bi,power bi,power bi tutorial for beginners,beginner power bi,power bi beginner,power bi beginner tutorial,what is power bi,power bi beginner to expert,using dax in power bi,power bi dax,dax in power bi,how to use dax",27,hd,False
gCg47n_TlFc,Tech Layoffs and Hiring Freezes | The Great Resignation | Alex The Analyst Show | Episode 23,2022-07-19 10:30:06+00:00,2954,22083,609,125,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,tech layoffs,hiring freezes,tech,great resignation,the great resignation",27,hd,False
sW5LoDA1ssM,How to Create and Manage Relationships in Power BI | Microsoft Power BI for Beginners,2022-07-12 10:30:22+00:00,516,488037,7661,183,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,power bi tutorial,tutorial for power bi,power bi,power bi tutorial for beginners,beginner power bi,power bi beginner,power bi beginner tutorial,what is power bi,power bi beginner to expert,Power bi relationships,Power bi modeling,modeling data in power bi,creating relationships in power bi",27,hd,False
4nsdARJGzJ0,Machine Learning Specialization on Coursera | Review,2022-07-05 10:30:01+00:00,895,26893,824,63,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,Machine Learning,Machine Learning Python,Machine Learning Specialization,Machine Learning Coursera,Machine Learning Course,Best Machine Learning course",27,hd,False
